protein1 protein2 combined_score
362663.ECP_0036 362663.ECP_3398 293
362663.ECP_0036 362663.ECP_1678 271
362663.ECP_0036 362663.ECP_3404 293
362663.ECP_0036 362663.ECP_1726 248
362663.ECP_0036 362663.ECP_2909 206
362663.ECP_0036 362663.ECP_3397 290
362663.ECP_0036 362663.ECP_1832 317
362663.ECP_0036 362663.ECP_4196 292
362663.ECP_0036 362663.ECP_3407 293
362663.ECP_0036 362663.ECP_3390 292
362663.ECP_0036 362663.ECP_3273 292
362663.ECP_0036 362663.ECP_3395 293
362663.ECP_0036 362663.ECP_3387 292
362663.ECP_0036 362663.ECP_4118 292
362663.ECP_0036 362663.ECP_3314 293
362663.ECP_0036 362663.ECP_2398 154
362663.ECP_0036 362663.ECP_1869 284
362663.ECP_0036 362663.ECP_1664 213
362663.ECP_0036 362663.ECP_2226 179
362663.ECP_0036 362663.ECP_3878 154
362663.ECP_0036 362663.ECP_1553 256
362663.ECP_0036 362663.ECP_3735 293
362663.ECP_0036 362663.ECP_4059 298
362663.ECP_0036 362663.ECP_0784 236
362663.ECP_0036 362663.ECP_4199 248
362663.ECP_0036 362663.ECP_3253 294
362663.ECP_0036 362663.ECP_3431 293
362663.ECP_0036 362663.ECP_2259 387
362663.ECP_0036 362663.ECP_1979 217
362663.ECP_0037 362663.ECP_1601 213
362663.ECP_0037 362663.ECP_1086 280
362663.ECP_0037 362663.ECP_3314 189
362663.ECP_0037 362663.ECP_4196 189
362663.ECP_0037 362663.ECP_1085 161
362663.ECP_0037 362663.ECP_2382 183
362663.ECP_0037 362663.ECP_3408 189
362663.ECP_0037 362663.ECP_0618 223
362663.ECP_0037 362663.ECP_1970 219
362663.ECP_0037 362663.ECP_1942 154
362663.ECP_0037 362663.ECP_1000 218
362663.ECP_0037 362663.ECP_0015 218
362663.ECP_0037 362663.ECP_3399 213
362663.ECP_0037 362663.ECP_0586 152
362663.ECP_0037 362663.ECP_1979 405
362663.ECP_0037 362663.ECP_3389 189
362663.ECP_0037 362663.ECP_3454 152
362663.ECP_0037 362663.ECP_1943 445
362663.ECP_0037 362663.ECP_3273 224
362663.ECP_0037 362663.ECP_4118 213
362663.ECP_0039 362663.ECP_1644 331
362663.ECP_0039 362663.ECP_2744 331
362663.ECP_0039 362663.ECP_1241 203
362663.ECP_0039 362663.ECP_0036 447
362663.ECP_0039 362663.ECP_1815 203
362663.ECP_0039 362663.ECP_0791 203
362663.ECP_0039 362663.ECP_4059 444
362663.ECP_0039 362663.ECP_1645 331
362663.ECP_0039 362663.ECP_1976 381
362663.ECP_0039 362663.ECP_2743 330
362663.ECP_0039 362663.ECP_1814 203
362663.ECP_0039 362663.ECP_0219 203
362663.ECP_0039 362663.ECP_1415 242
362663.ECP_0039 362663.ECP_4019 242
362663.ECP_0039 362663.ECP_0930 256
362663.ECP_0039 362663.ECP_4048 203
362663.ECP_0039 362663.ECP_0042 364
362663.ECP_0039 362663.ECP_0216 203
362663.ECP_0039 362663.ECP_2325 971
362663.ECP_0039 362663.ECP_1765 203
362663.ECP_0039 362663.ECP_3062 381
362663.ECP_0039 362663.ECP_2326 314
362663.ECP_0039 362663.ECP_4456 262
362663.ECP_0039 362663.ECP_1943 444
362663.ECP_0039 362663.ECP_1712 248
362663.ECP_0039 362663.ECP_0041 379
362663.ECP_0039 362663.ECP_1086 381
362663.ECP_0039 362663.ECP_1678 256
362663.ECP_0039 362663.ECP_1434 203
362663.ECP_0039 362663.ECP_0176 158
362663.ECP_0039 362663.ECP_0596 203
362663.ECP_0039 362663.ECP_1942 203
362663.ECP_0039 362663.ECP_2379 444
362663.ECP_0040 362663.ECP_0388 388
362663.ECP_0041 362663.ECP_0042 868
362663.ECP_0041 362663.ECP_2266 275
362663.ECP_0041 362663.ECP_2379 292
362663.ECP_0041 362663.ECP_1975 379
362663.ECP_0041 362663.ECP_4461 152
362663.ECP_0041 362663.ECP_0251 331
362663.ECP_0041 362663.ECP_0647 195
362663.ECP_0041 362663.ECP_0039 379
362663.ECP_0041 362663.ECP_3437 152
362663.ECP_0041 362663.ECP_1811 152
362663.ECP_0041 362663.ECP_1716 152
362663.ECP_0041 362663.ECP_4432 331
362663.ECP_0041 362663.ECP_2743 704
362663.ECP_0041 362663.ECP_0911 152
362663.ECP_0041 362663.ECP_1645 825
362663.ECP_0041 362663.ECP_1647 585
362663.ECP_0041 362663.ECP_4059 292
362663.ECP_0041 362663.ECP_4519 152
362663.ECP_0041 362663.ECP_4038 152
362663.ECP_0041 362663.ECP_1642 379
362663.ECP_0041 362663.ECP_4386 284
362663.ECP_0041 362663.ECP_2741 567
362663.ECP_0041 362663.ECP_0044 595
362663.ECP_0041 362663.ECP_1480 152
362663.ECP_0041 362663.ECP_0401 152
362663.ECP_0041 362663.ECP_1977 177
362663.ECP_0041 362663.ECP_1010 152
362663.ECP_0042 362663.ECP_0041 868
362663.ECP_0042 362663.ECP_1977 151
362663.ECP_0042 362663.ECP_2744 704
362663.ECP_0042 362663.ECP_1010 152
362663.ECP_0042 362663.ECP_2741 571
362663.ECP_0042 362663.ECP_4472 271
362663.ECP_0042 362663.ECP_0044 631
362663.ECP_0042 362663.ECP_4120 199
362663.ECP_0042 362663.ECP_4038 152
362663.ECP_0042 362663.ECP_1642 331
362663.ECP_0042 362663.ECP_4386 273
362663.ECP_0042 362663.ECP_1644 711
362663.ECP_0042 362663.ECP_4059 290
362663.ECP_0042 362663.ECP_1647 585
362663.ECP_0042 362663.ECP_0911 152
362663.ECP_0042 362663.ECP_4432 330
362663.ECP_0042 362663.ECP_1811 152
362663.ECP_0042 362663.ECP_1716 152
362663.ECP_0042 362663.ECP_0039 364
362663.ECP_0042 362663.ECP_0251 330
362663.ECP_0042 362663.ECP_3933 277
362663.ECP_0042 362663.ECP_2266 275
362663.ECP_0042 362663.ECP_1975 331
362663.ECP_0042 362663.ECP_2379 290
362663.ECP_0042 362663.ECP_3319 271
362663.ECP_0042 362663.ECP_3073 199
362663.ECP_0043 362663.ECP_1979 279
362663.ECP_0043 362663.ECP_1943 290
362663.ECP_0044 362663.ECP_2268 198
362663.ECP_0044 362663.ECP_0041 595
362663.ECP_0044 362663.ECP_2076 150
362663.ECP_0044 362663.ECP_2380 198
362663.ECP_0044 362663.ECP_2744 567
362663.ECP_0044 362663.ECP_1645 631
362663.ECP_0044 362663.ECP_1943 215
362663.ECP_0044 362663.ECP_3576 199
362663.ECP_0044 362663.ECP_2743 571
362663.ECP_0044 362663.ECP_2727 152
362663.ECP_0044 362663.ECP_1644 585
362663.ECP_0044 362663.ECP_0042 631
362663.ECP_0044 362663.ECP_0770 150
362663.ECP_0044 362663.ECP_2857 198
362663.ECP_0044 362663.ECP_4058 198
362663.ECP_0046 362663.ECP_0539 309
362663.ECP_0046 362663.ECP_0047 828
362663.ECP_0046 362663.ECP_2326 181
362663.ECP_0046 362663.ECP_1298 192
362663.ECP_0047 362663.ECP_0539 347
362663.ECP_0047 362663.ECP_3114 490
362663.ECP_0047 362663.ECP_0046 828
362663.ECP_0047 362663.ECP_1298 347
362663.ECP_0047 362663.ECP_3442 727
362663.ECP_0048 362663.ECP_4219 246
362663.ECP_0048 362663.ECP_3385 165
362663.ECP_0048 362663.ECP_0051 446
362663.ECP_0048 362663.ECP_2916 221
362663.ECP_0048 362663.ECP_2354 449
362663.ECP_0048 362663.ECP_2840 630
362663.ECP_0048 362663.ECP_1421 221
362663.ECP_0048 362663.ECP_1727 221
362663.ECP_0048 362663.ECP_1782 165
362663.ECP_0048 362663.ECP_4387 202
362663.ECP_0048 362663.ECP_2106 186
362663.ECP_0048 362663.ECP_2712 165
362663.ECP_0051 362663.ECP_4387 684
362663.ECP_0051 362663.ECP_2307 210
362663.ECP_0051 362663.ECP_4523 342
362663.ECP_0051 362663.ECP_2084 220
362663.ECP_0051 362663.ECP_2668 267
362663.ECP_0051 362663.ECP_3737 285
362663.ECP_0051 362663.ECP_3034 220
362663.ECP_0051 362663.ECP_3437 507
362663.ECP_0051 362663.ECP_4461 507
362663.ECP_0051 362663.ECP_4201 278
362663.ECP_0051 362663.ECP_0932 295
362663.ECP_0051 362663.ECP_3454 190
362663.ECP_0051 362663.ECP_2510 300
362663.ECP_0051 362663.ECP_3498 210
362663.ECP_0051 362663.ECP_2550 633
362663.ECP_0051 362663.ECP_2275 295
362663.ECP_0051 362663.ECP_0395 654
362663.ECP_0051 362663.ECP_3295 485
362663.ECP_0051 362663.ECP_2075 220
362663.ECP_0051 362663.ECP_3728 485
362663.ECP_0051 362663.ECP_2531 559
362663.ECP_0051 362663.ECP_1416 178
362663.ECP_0051 362663.ECP_1710 559
362663.ECP_0051 362663.ECP_1023 633
362663.ECP_0051 362663.ECP_2097 220
362663.ECP_0051 362663.ECP_4294 152
362663.ECP_0051 362663.ECP_0014 575
362663.ECP_0051 362663.ECP_2111 579
362663.ECP_0051 362663.ECP_0502 413
362663.ECP_0051 362663.ECP_0586 190
362663.ECP_0051 362663.ECP_0534 648
362663.ECP_0051 362663.ECP_0707 210
362663.ECP_0051 362663.ECP_3285 267
362663.ECP_0051 362663.ECP_3630 633
362663.ECP_0051 362663.ECP_0741 633
362663.ECP_0051 362663.ECP_0048 446
362663.ECP_0051 362663.ECP_3020 267
362663.ECP_0051 362663.ECP_2109 559
362663.ECP_0051 362663.ECP_4687 152
362663.ECP_0051 362663.ECP_3968 413
362663.ECP_0051 362663.ECP_2077 220
362663.ECP_0051 362663.ECP_2106 218
362663.ECP_0051 362663.ECP_3729 220
362663.ECP_0052 362663.ECP_0053 449
362663.ECP_0053 362663.ECP_3385 721
362663.ECP_0053 362663.ECP_4445 376
362663.ECP_0053 362663.ECP_3505 807
362663.ECP_0053 362663.ECP_4198 613
362663.ECP_0053 362663.ECP_2578 536
362663.ECP_0053 362663.ECP_0811 536
362663.ECP_0053 362663.ECP_1779 345
362663.ECP_0053 362663.ECP_3409 376
362663.ECP_0053 362663.ECP_3394 376
362663.ECP_0053 362663.ECP_3391 376
362663.ECP_0053 362663.ECP_4447 376
362663.ECP_0053 362663.ECP_2568 294
362663.ECP_0053 362663.ECP_0158 621
362663.ECP_0053 362663.ECP_0475 243
362663.ECP_0053 362663.ECP_3386 376
362663.ECP_0053 362663.ECP_3155 376
362663.ECP_0053 362663.ECP_3432 376
362663.ECP_0053 362663.ECP_3384 715
362663.ECP_0053 362663.ECP_3402 830
362663.ECP_0053 362663.ECP_0922 807
362663.ECP_0053 362663.ECP_1418 621
362663.ECP_0053 362663.ECP_3395 376
362663.ECP_0053 362663.ECP_2610 376
362663.ECP_0053 362663.ECP_2656 614
362663.ECP_0053 362663.ECP_0177 721
362663.ECP_0053 362663.ECP_3431 733
362663.ECP_0053 362663.ECP_0682 476
362663.ECP_0053 362663.ECP_1397 536
362663.ECP_0053 362663.ECP_3376 493
362663.ECP_0053 362663.ECP_0022 376
362663.ECP_0053 362663.ECP_3253 733
362663.ECP_0053 362663.ECP_3404 343
362663.ECP_0053 362663.ECP_3254 749
362663.ECP_0053 362663.ECP_3879 198
362663.ECP_0053 362663.ECP_3399 721
362663.ECP_0053 362663.ECP_3313 376
362663.ECP_0053 362663.ECP_3250 536
362663.ECP_0053 362663.ECP_0052 449
362663.ECP_0053 362663.ECP_3972 536
362663.ECP_0053 362663.ECP_3407 672
362663.ECP_0057 362663.ECP_0160 250
362663.ECP_0057 362663.ECP_0185 849
362663.ECP_0057 362663.ECP_3288 918
362663.ECP_0057 362663.ECP_0603 521
362663.ECP_0057 362663.ECP_3289 844
362663.ECP_0057 362663.ECP_1346 521
362663.ECP_0057 362663.ECP_3127 723
362663.ECP_0057 362663.ECP_0671 999
362663.ECP_0057 362663.ECP_2598 809
362663.ECP_0057 362663.ECP_3287 858
362663.ECP_0057 362663.ECP_2177 521
362663.ECP_0057 362663.ECP_4321 521
362663.ECP_0058 362663.ECP_0736 197
362663.ECP_0058 362663.ECP_0952 201
362663.ECP_0058 362663.ECP_0014 860
362663.ECP_0058 362663.ECP_2530 180
362663.ECP_0058 362663.ECP_2614 412
362663.ECP_0058 362663.ECP_0534 224
362663.ECP_0058 362663.ECP_1375 292
362663.ECP_0058 362663.ECP_1709 266
362663.ECP_0058 362663.ECP_4399 197
362663.ECP_0058 362663.ECP_2109 722
362663.ECP_0058 362663.ECP_1599 199
362663.ECP_0058 362663.ECP_1708 266
362663.ECP_0058 362663.ECP_1000 331
362663.ECP_0058 362663.ECP_0015 331
362663.ECP_0058 362663.ECP_2535 214
362663.ECP_0058 362663.ECP_0499 196
362663.ECP_0058 362663.ECP_2531 741
362663.ECP_0058 362663.ECP_2534 464
362663.ECP_0058 362663.ECP_1710 739
362663.ECP_0059 362663.ECP_2357 463
362663.ECP_0059 362663.ECP_3408 216
362663.ECP_0059 362663.ECP_3749 222
362663.ECP_0059 362663.ECP_1976 213
362663.ECP_0059 362663.ECP_4196 217
362663.ECP_0059 362663.ECP_2727 248
362663.ECP_0059 362663.ECP_2583 222
362663.ECP_0059 362663.ECP_0015 224
362663.ECP_0059 362663.ECP_2224 241
362663.ECP_0059 362663.ECP_0586 196
362663.ECP_0059 362663.ECP_0953 286
362663.ECP_0059 362663.ECP_1130 241
362663.ECP_0059 362663.ECP_1000 224
362663.ECP_0059 362663.ECP_4425 222
362663.ECP_0059 362663.ECP_3273 272
362663.ECP_0059 362663.ECP_3062 213
362663.ECP_0059 362663.ECP_3389 215
362663.ECP_0059 362663.ECP_3270 155
362663.ECP_0059 362663.ECP_1316 241
362663.ECP_0059 362663.ECP_4075 248
362663.ECP_0059 362663.ECP_0973 234
362663.ECP_0059 362663.ECP_3454 196
362663.ECP_0059 362663.ECP_4240 603
362663.ECP_0059 362663.ECP_3397 222
362663.ECP_0059 362663.ECP_3254 439
362663.ECP_0059 362663.ECP_1086 213
362663.ECP_0059 362663.ECP_3907 248
362663.ECP_0059 362663.ECP_3314 214
362663.ECP_0060 362663.ECP_3402 162
362663.ECP_0060 362663.ECP_1023 168
362663.ECP_0060 362663.ECP_3404 162
362663.ECP_0060 362663.ECP_3493 368
362663.ECP_0060 362663.ECP_3902 836
362663.ECP_0060 362663.ECP_0395 628
362663.ECP_0060 362663.ECP_3401 221
362663.ECP_0060 362663.ECP_4200 976
362663.ECP_0060 362663.ECP_3394 161
362663.ECP_0060 362663.ECP_3728 192
362663.ECP_0060 362663.ECP_4571 310
362663.ECP_0060 362663.ECP_2711 602
362663.ECP_0060 362663.ECP_3384 177
362663.ECP_0060 362663.ECP_2550 168
362663.ECP_0060 362663.ECP_3972 522
362663.ECP_0060 362663.ECP_1894 188
362663.ECP_0060 362663.ECP_2106 852
362663.ECP_0060 362663.ECP_0457 151
362663.ECP_0060 362663.ECP_0741 168
362663.ECP_0060 362663.ECP_2831 196
362663.ECP_0060 362663.ECP_3399 162
362663.ECP_0060 362663.ECP_0500 273
362663.ECP_0060 362663.ECP_3122 680
362663.ECP_0060 362663.ECP_4476 614
362663.ECP_0060 362663.ECP_1397 522
362663.ECP_0060 362663.ECP_3430 220
362663.ECP_0060 362663.ECP_2781 614
362663.ECP_0060 362663.ECP_1227 350
362663.ECP_0060 362663.ECP_0813 588
362663.ECP_0060 362663.ECP_2905 542
362663.ECP_0060 362663.ECP_0906 172
362663.ECP_0060 362663.ECP_3900 680
362663.ECP_0060 362663.ECP_0061 571
362663.ECP_0060 362663.ECP_1091 672
362663.ECP_0060 362663.ECP_3295 192
362663.ECP_0060 362663.ECP_1114 576
362663.ECP_0060 362663.ECP_3432 179
362663.ECP_0060 362663.ECP_1418 585
362663.ECP_0060 362663.ECP_1325 340
362663.ECP_0060 362663.ECP_3454 262
362663.ECP_0060 362663.ECP_3931 664
362663.ECP_0060 362663.ECP_1751 587
362663.ECP_0060 362663.ECP_1025 542
362663.ECP_0060 362663.ECP_3257 286
362663.ECP_0060 362663.ECP_4201 977
362663.ECP_0060 362663.ECP_2225 869
362663.ECP_0060 362663.ECP_4195 215
362663.ECP_0060 362663.ECP_4016 360
362663.ECP_0060 362663.ECP_1711 340
362663.ECP_0060 362663.ECP_3386 162
362663.ECP_0060 362663.ECP_3431 172
362663.ECP_0060 362663.ECP_3747 997
362663.ECP_0060 362663.ECP_3157 226
362663.ECP_0060 362663.ECP_0126 189
362663.ECP_0060 362663.ECP_0811 522
362663.ECP_0060 362663.ECP_0526 195
362663.ECP_0060 362663.ECP_2359 542
362663.ECP_0060 362663.ECP_0968 599
362663.ECP_0060 362663.ECP_3630 168
362663.ECP_0060 362663.ECP_3383 975
362663.ECP_0060 362663.ECP_3766 188
362663.ECP_0060 362663.ECP_4572 188
362663.ECP_0060 362663.ECP_0158 585
362663.ECP_0060 362663.ECP_3250 522
362663.ECP_0060 362663.ECP_1914 196
362663.ECP_0060 362663.ECP_2659 690
362663.ECP_0060 362663.ECP_2063 559
362663.ECP_0060 362663.ECP_0586 262
362663.ECP_0060 362663.ECP_1183 534
362663.ECP_0060 362663.ECP_3969 599
362663.ECP_0060 362663.ECP_1180 195
362663.ECP_0060 362663.ECP_2578 522
362663.ECP_0060 362663.ECP_2824 542
362663.ECP_0060 362663.ECP_3767 188
362663.ECP_0060 362663.ECP_4074 823
362663.ECP_0060 362663.ECP_2504 563
362663.ECP_0060 362663.ECP_3530 360
362663.ECP_0060 362663.ECP_1943 201
362663.ECP_0060 362663.ECP_4415 572
362663.ECP_0060 362663.ECP_4007 599
362663.ECP_0060 362663.ECP_0260 350
362663.ECP_0060 362663.ECP_4523 806
362663.ECP_0061 362663.ECP_4415 603
362663.ECP_0061 362663.ECP_2550 244
362663.ECP_0061 362663.ECP_0741 244
362663.ECP_0061 362663.ECP_4571 150
362663.ECP_0061 362663.ECP_2831 627
362663.ECP_0061 362663.ECP_4074 965
362663.ECP_0061 362663.ECP_2659 290
362663.ECP_0061 362663.ECP_1914 627
362663.ECP_0061 362663.ECP_4007 200
362663.ECP_0061 362663.ECP_0260 865
362663.ECP_0061 362663.ECP_2711 616
362663.ECP_0061 362663.ECP_3122 278
362663.ECP_0061 362663.ECP_3969 200
362663.ECP_0061 362663.ECP_1091 845
362663.ECP_0061 362663.ECP_3900 278
362663.ECP_0061 362663.ECP_1023 244
362663.ECP_0061 362663.ECP_0060 571
362663.ECP_0061 362663.ECP_1227 865
362663.ECP_0061 362663.ECP_3902 974
362663.ECP_0061 362663.ECP_4200 225
362663.ECP_0061 362663.ECP_2781 687
362663.ECP_0061 362663.ECP_4201 236
362663.ECP_0061 362663.ECP_3630 244
362663.ECP_0061 362663.ECP_4523 927
362663.ECP_0062 362663.ECP_0395 496
362663.ECP_0062 362663.ECP_3667 472
362663.ECP_0062 362663.ECP_4114 158
362663.ECP_0065 362663.ECP_3835 241
362663.ECP_0065 362663.ECP_2458 174
362663.ECP_0065 362663.ECP_3885 164
362663.ECP_0065 362663.ECP_3614 241
362663.ECP_0065 362663.ECP_2722 194
362663.ECP_0065 362663.ECP_0525 173
362663.ECP_0065 362663.ECP_3672 241
362663.ECP_0065 362663.ECP_1643 231
362663.ECP_0065 362663.ECP_1941 179
362663.ECP_0065 362663.ECP_3615 241
362663.ECP_0065 362663.ECP_1681 199
362663.ECP_0065 362663.ECP_4290 241
362663.ECP_0065 362663.ECP_3448 453
362663.ECP_0065 362663.ECP_0368 167
362663.ECP_0065 362663.ECP_2408 207
362663.ECP_0065 362663.ECP_3157 553
362663.ECP_0065 362663.ECP_4261 369
362663.ECP_0065 362663.ECP_4115 199
362663.ECP_0065 362663.ECP_4782 241
362663.ECP_0070 362663.ECP_0085 183
362663.ECP_0070 362663.ECP_0095 232
362663.ECP_0070 362663.ECP_2977 243
362663.ECP_0070 362663.ECP_0071 452
362663.ECP_0070 362663.ECP_0097 229
362663.ECP_0071 362663.ECP_0904 224
362663.ECP_0071 362663.ECP_0070 452
362663.ECP_0071 362663.ECP_1300 514
362663.ECP_0073 362663.ECP_0009 161
362663.ECP_0073 362663.ECP_0074 783
362663.ECP_0074 362663.ECP_0076 294
362663.ECP_0074 362663.ECP_0075 294
362663.ECP_0074 362663.ECP_0073 783
362663.ECP_0075 362663.ECP_1197 294
362663.ECP_0075 362663.ECP_0500 150
362663.ECP_0075 362663.ECP_3319 295
362663.ECP_0075 362663.ECP_0735 234
362663.ECP_0075 362663.ECP_4035 575
362663.ECP_0075 362663.ECP_2586 293
362663.ECP_0075 362663.ECP_3933 150
362663.ECP_0075 362663.ECP_4278 575
362663.ECP_0075 362663.ECP_1703 155
362663.ECP_0075 362663.ECP_3713 232
362663.ECP_0075 362663.ECP_4277 293
362663.ECP_0075 362663.ECP_0578 575
362663.ECP_0075 362663.ECP_0123 612
362663.ECP_0075 362663.ECP_0731 400
362663.ECP_0075 362663.ECP_0738 614
362663.ECP_0075 362663.ECP_0074 294
362663.ECP_0075 362663.ECP_3053 241
362663.ECP_0075 362663.ECP_1131 294
362663.ECP_0075 362663.ECP_4036 575
362663.ECP_0075 362663.ECP_0397 575
362663.ECP_0075 362663.ECP_0579 575
362663.ECP_0075 362663.ECP_1490 290
362663.ECP_0075 362663.ECP_4454 234
362663.ECP_0075 362663.ECP_0372 612
362663.ECP_0075 362663.ECP_3590 612
362663.ECP_0075 362663.ECP_0122 614
362663.ECP_0075 362663.ECP_0784 418
362663.ECP_0075 362663.ECP_4400 234
362663.ECP_0075 362663.ECP_4399 269
362663.ECP_0075 362663.ECP_4177 612
362663.ECP_0075 362663.ECP_4571 208
362663.ECP_0075 362663.ECP_0907 241
362663.ECP_0075 362663.ECP_4276 612
362663.ECP_0075 362663.ECP_0407 271
362663.ECP_0075 362663.ECP_2526 155
362663.ECP_0075 362663.ECP_0408 400
362663.ECP_0075 362663.ECP_0736 269
362663.ECP_0075 362663.ECP_4275 614
362663.ECP_0075 362663.ECP_2325 295
362663.ECP_0075 362663.ECP_0739 293
362663.ECP_0075 362663.ECP_4224 241
362663.ECP_0075 362663.ECP_0740 575
362663.ECP_0075 362663.ECP_3627 290
362663.ECP_0075 362663.ECP_1329 425
362663.ECP_0076 362663.ECP_2600 319
362663.ECP_0076 362663.ECP_0074 294
362663.ECP_0076 362663.ECP_2531 157
362663.ECP_0076 362663.ECP_0014 199
362663.ECP_0076 362663.ECP_2109 157
362663.ECP_0076 362663.ECP_1710 157
362663.ECP_0076 362663.ECP_1310 296
362663.ECP_0076 362663.ECP_1796 290
362663.ECP_0078 362663.ECP_2722 181
362663.ECP_0079 362663.ECP_4164 650
362663.ECP_0079 362663.ECP_0836 650
362663.ECP_0079 362663.ECP_2379 154
362663.ECP_0079 362663.ECP_2985 706
362663.ECP_0079 362663.ECP_3964 270
362663.ECP_0079 362663.ECP_0036 154
362663.ECP_0079 362663.ECP_1798 600
362663.ECP_0079 362663.ECP_3965 656
362663.ECP_0079 362663.ECP_3210 656
362663.ECP_0079 362663.ECP_1795 186
362663.ECP_0079 362663.ECP_4456 154
362663.ECP_0079 362663.ECP_0914 650
362663.ECP_0079 362663.ECP_4059 154
362663.ECP_0079 362663.ECP_1623 600
362663.ECP_0079 362663.ECP_0080 879
362663.ECP_0079 362663.ECP_1678 157
362663.ECP_0079 362663.ECP_0513 167
362663.ECP_0079 362663.ECP_3878 637
362663.ECP_0079 362663.ECP_3877 906
362663.ECP_0079 362663.ECP_3207 650
362663.ECP_0080 362663.ECP_0836 650
362663.ECP_0080 362663.ECP_3210 650
362663.ECP_0080 362663.ECP_0886 706
362663.ECP_0080 362663.ECP_0914 650
362663.ECP_0080 362663.ECP_2470 165
362663.ECP_0080 362663.ECP_2398 706
362663.ECP_0080 362663.ECP_3962 762
362663.ECP_0080 362663.ECP_3965 650
362663.ECP_0080 362663.ECP_2475 165
362663.ECP_0080 362663.ECP_1798 600
362663.ECP_0080 362663.ECP_4164 650
362663.ECP_0080 362663.ECP_3207 650
362663.ECP_0080 362663.ECP_0079 879
362663.ECP_0080 362663.ECP_1623 600
362663.ECP_0080 362663.ECP_3878 879
362663.ECP_0080 362663.ECP_2336 165
362663.ECP_0082 362663.ECP_2209 469
362663.ECP_0082 362663.ECP_3294 227
362663.ECP_0082 362663.ECP_1246 341
362663.ECP_0082 362663.ECP_2439 383
362663.ECP_0082 362663.ECP_2440 208
362663.ECP_0082 362663.ECP_4161 421
362663.ECP_0082 362663.ECP_1649 225
362663.ECP_0082 362663.ECP_0497 199
362663.ECP_0082 362663.ECP_0627 151
362663.ECP_0082 362663.ECP_4662 208
362663.ECP_0082 362663.ECP_2409 421
362663.ECP_0082 362663.ECP_2509 179
362663.ECP_0082 362663.ECP_3448 376
362663.ECP_0083 362663.ECP_4144 290
362663.ECP_0083 362663.ECP_1069 280
362663.ECP_0083 362663.ECP_1855 254
362663.ECP_0084 362663.ECP_3215 248
362663.ECP_0084 362663.ECP_1086 266
362663.ECP_0084 362663.ECP_4088 248
362663.ECP_0084 362663.ECP_2720 266
362663.ECP_0084 362663.ECP_3399 282
362663.ECP_0084 362663.ECP_0570 248
362663.ECP_0084 362663.ECP_2714 248
362663.ECP_0084 362663.ECP_3265 199
362663.ECP_0084 362663.ECP_2357 292
362663.ECP_0084 362663.ECP_0218 266
362663.ECP_0084 362663.ECP_1976 266
362663.ECP_0084 362663.ECP_0938 266
362663.ECP_0084 362663.ECP_3062 266
362663.ECP_0085 362663.ECP_0070 183
362663.ECP_0085 362663.ECP_0086 412
362663.ECP_0085 362663.ECP_1351 175
362663.ECP_0085 362663.ECP_0091 840
362663.ECP_0085 362663.ECP_2730 335
362663.ECP_0085 362663.ECP_0904 593
362663.ECP_0085 362663.ECP_0095 955
362663.ECP_0085 362663.ECP_4142 683
362663.ECP_0085 362663.ECP_0664 324
362663.ECP_0085 362663.ECP_0665 316
362663.ECP_0086 362663.ECP_2661 286
362663.ECP_0086 362663.ECP_0087 246
362663.ECP_0086 362663.ECP_3334 220
362663.ECP_0086 362663.ECP_3333 380
362663.ECP_0086 362663.ECP_3332 243
362663.ECP_0086 362663.ECP_0096 876
362663.ECP_0086 362663.ECP_3298 431
362663.ECP_0086 362663.ECP_2796 563
362663.ECP_0086 362663.ECP_0097 605
362663.ECP_0086 362663.ECP_0159 687
362663.ECP_0086 362663.ECP_1097 246
362663.ECP_0086 362663.ECP_0853 241
362663.ECP_0086 362663.ECP_3296 407
362663.ECP_0086 362663.ECP_0664 754
362663.ECP_0086 362663.ECP_0665 611
362663.ECP_0086 362663.ECP_0904 862
362663.ECP_0086 362663.ECP_0095 781
362663.ECP_0086 362663.ECP_2054 241
362663.ECP_0086 362663.ECP_2173 241
362663.ECP_0086 362663.ECP_0091 934
362663.ECP_0086 362663.ECP_0662 241
362663.ECP_0086 362663.ECP_4142 945
362663.ECP_0086 362663.ECP_0085 412
362663.ECP_0087 362663.ECP_0092 695
362663.ECP_0087 362663.ECP_3750 175
362663.ECP_0087 362663.ECP_2686 261
362663.ECP_0087 362663.ECP_4186 294
362663.ECP_0087 362663.ECP_0665 246
362663.ECP_0087 362663.ECP_0182 286
362663.ECP_0087 362663.ECP_0086 246
362663.ECP_0087 362663.ECP_0088 341
